1707350400000,44340.22000000,44699.99000000,44320.41000000,44664.56000000,59.88978000,1707353999999,2666378.27337780,3939,38.41777000,1710436.14448730,0
1707354000000,44664.57000000,44682.23000000,44467.80000000,44648.00000000,23.94276000,1707357599999,1067285.84692630,1981,9.34261000,416449.57217440,0
1707357600000,44648.00000000,44774.59000000,44523.00000000,44632.22000000,42.46470000,1707361199999,1894920.41828000,2147,23.45580000,1046855.71520690,0
1707361200000,44633.79000000,44714.03000000,44519.74000000,44526.00000000,23.24131000,1707364799999,1037010.71291850,1415,9.07211000,404879.03510970,0
1707364800000,44529.99000000,44591.68000000,44464.01000000,44472.75000000,10.88619000,1707368399999,484804.58136660,746,5.00355000,222830.19635280,0
1707368400000,44472.75000000,44617.99000000,44472.75000000,44537.24000000,10.72867000,1707371999999,477946.28008520,1007,5.42590000,241721.94035120,0
1707372000000,44537.24000000,44567.99000000,44438.00000000,44451.18000000,12.43934000,1707375599999,553579.15136380,1015,6.70470000,298361.84860540,0
1707375600000,44451.18000000,44532.75000000,44420.00000000,44507.35000000,11.01800000,1707379199999,490188.04155130,1263,5.66322000,251943.52680470,0
1707379200000,44506.22000000,44731.99000000,44505.04000000,44702.62000000,21.36627000,1707382799999,954131.15149530,1418,10.08150000,450272.07490290,0
1707382800000,44702.62000000,44765.18000000,44596.00000000,44674.01000000,13.70146000,1707386399999,612410.33753650,1224,6.30808000,282011.61491690,0
1707386400000,44674.01000000,44857.78000000,44667.59000000,44803.40000000,38.11763000,1707389999999,1706460.79394530,1924,20.94446000,937766.18195040,0
1707390000000,44806.51000000,44868.06000000,44672.80000000,44680.38000000,29.53631000,1707393599999,1322564.17352830,1742,9.28865000,416164.72491530,0
1707393600000,44687.93000000,44833.99000000,44600.00000000,44681.02000000,27.55348000,1707397199999,1231887.94142000,1554,6.73810000,301211.32345830,0
1707397200000,44681.02000000,44987.98000000,44677.85000000,44965.32000000,31.22108000,1707400799999,1400129.38726960,1690,19.14966000,859033.87868850,0
1707400800000,44973.24000000,45240.00000000,44869.00000000,45068.10000000,71.69355000,1707404399999,3231590.70925840,4968,33.19195000,1496043.97171230,0
1707404400000,45082.86000000,45464.00000000,44939.48000000,45436.00000000,83.43653000,1707407999999,3781338.31372770,5486,39.95127000,1810898.02930690,0
1707408000000,45436.66000000,45498.00000000,44912.26000000,45068.02000000,154.02094000,1707411599999,6972220.06377020,6245,105.17058000,4761107.64632830,0
1707411600000,45066.75000000,45237.41000000,44891.78000000,45038.01000000,39.00420000,1707415199999,1758144.76254560,2768,22.22295000,1001932.85810710,0
1707415200000,45043.24000000,45316.84000000,44986.01000000,45306.47000000,28.86195000,1707418799999,1303410.54228290,1950,17.45452000,788242.26163860,0
1707418800000,45303.61000000,45438.24000000,45232.44000000,45282.01000000,27.17266000,1707422399999,1231794.89362660,1979,15.58065000,706267.40300430,0
1707422400000,45282.58000000,45615.28000000,45261.98000000,45512.07000000,51.62800000,1707425999999,2347805.74620690,3626,27.46481000,1249107.14673610,0
1707426000000,45504.22000000,45504.22000000,45289.11000000,45330.42000000,22.48845000,1707429599999,1021150.45508280,1762,6.96703000,316343.92659080,0
1707429600000,45330.43000000,45418.10000000,45234.35000000,45281.29000000,16.26216000,1707433199999,737325.19223060,1311,8.19012000,371398.69341420,0
1707433200000,45283.21000000,45417.30000000,45268.11000000,45298.58000000,15.34342000,1707436799999,695624.28097020,1226,7.82375000,354663.41986750,0
