1708473600000,3015.80000000,3017.48000000,2999.30000000,3005.01000000,202.65710000,1708477199999,610074.07590300,684,96.47070000,290548.47193900,0
1708477200000,3003.56000000,3004.49000000,2988.89000000,2999.60000000,288.26720000,1708480799999,864059.97172700,827,157.52100000,472130.86551800,0
1708480800000,3000.90000000,3012.61000000,2993.10000000,3010.26000000,215.37840000,1708484399999,646882.99255800,760,140.46050000,421860.72054300,0
1708484400000,3010.56000000,3011.49000000,3001.13000000,3005.82000000,346.99250000,1708487999999,1043498.70625800,681,165.47890000,497574.99245600,0
1708488000000,3005.82000000,3010.21000000,2986.69000000,2998.09000000,291.41650000,1708491599999,874232.62438000,914,151.98980000,455963.15887500,0
1708491600000,2997.61000000,3009.16000000,2972.61000000,2977.84000000,275.41960000,1708495199999,824057.52989400,842,134.60300000,402770.81281600,0
1708495200000,2977.44000000,2979.87000000,2945.21000000,2951.01000000,389.37810000,1708498799999,1154246.00482200,1192,166.05640000,492129.92702200,0
1708498800000,2950.62000000,2950.62000000,2922.94000000,2940.40000000,327.99810000,1708502399999,962861.37083800,1210,167.35730000,491242.21424800,0
1708502400000,2940.20000000,2956.25000000,2934.44000000,2941.46000000,468.65150000,1708505999999,1380066.22399500,1056,277.94630000,818434.74531700,0
1708506000000,2940.76000000,2940.85000000,2888.41000000,2900.80000000,580.72630000,1708509599999,1691954.06576400,1856,245.81430000,716304.80504700,0
1708509600000,2900.94000000,2925.19000000,2888.99000000,2916.25000000,382.47170000,1708513199999,1112273.73380800,1136,196.25250000,571018.72906000,0
1708513200000,2916.95000000,2926.89000000,2887.82000000,2899.76000000,311.36050000,1708516799999,905535.59751500,1138,167.12300000,486138.90435400,0
1708516800000,2899.60000000,2926.00000000,2880.00000000,2921.68000000,529.38760000,1708520399999,1539741.58976700,1640,273.03590000,794702.49447000,0
1708520400000,2919.99000000,2929.09000000,2884.82000000,2906.56000000,656.51060000,1708523999999,1907664.99765600,1595,373.47600000,1085219.63415600,0
1708524000000,2908.08000000,2911.35000000,2867.52000000,2892.20000000,1006.81640000,1708527599999,2910330.13096500,2320,402.12260000,1161201.55832900,0
1708527600000,2891.77000000,2921.06000000,2877.88000000,2913.91000000,768.64430000,1708531199999,2233802.61589700,2096,345.29750000,1002836.10325700,0
1708531200000,2913.91000000,2938.24000000,2899.80000000,2931.82000000,944.45260000,1708534799999,2759537.87249300,1842,424.37580000,1239724.11796100,0
1708534800000,2930.61000000,2934.63000000,2895.20000000,2898.01000000,533.30360000,1708538399999,1553443.41797200,1514,273.10490000,795665.36183700,0
1708538400000,2898.39000000,2907.83000000,2886.73000000,2900.91000000,498.98590000,1708541999999,1445586.65964700,1263,184.45810000,534338.65905700,0
1708542000000,2899.60000000,2914.98000000,2890.76000000,2912.90000000,504.94240000,1708545599999,1466902.56466700,1172,290.64070000,844310.23590900,0
1708545600000,2913.35000000,2916.79000000,2891.37000000,2906.20000000,538.17780000,1708549199999,1564336.98210500,1205,264.72240000,769460.63549600,0
1708549200000,2908.96000000,2927.23000000,2900.64000000,2927.23000000,434.56660000,1708552799999,1268025.24970900,1146,251.03490000,732753.74646700,0
1708552800000,2927.22000000,2937.14000000,2913.31000000,2934.28000000,237.05520000,1708556399999,693019.33159500,599,103.57920000,302798.85116200,0
1708556400000,2934.09000000,2980.15000000,2932.66000000,2968.64000000,580.71710000,1708559999999,1719969.46505100,1822,294.15550000,871170.81756500,0
